OBJECTID,LONGITUDE,LATITUDE,SLIDE_NO,DEPTH,GEOLOGY,STRUCTURE,ABSTRACT,CITATION,LENGTH,WIDTH,HEIGHT,LS_AREA,TRIGGERING,REMARKS,LS_VOLUME,ALERT,STATE,DISTRICT,TOPOSHEET,SLIDE_NAME,ACTIVITY,STYLE,INITIATION,PHOTOS,REPORT,IMAGE_LAND,REPORT_LAN,NH_SH_LOCA,RUNOUT_DIS,MATERIAL_T,MOVEMENT_T,MOVEMENT_R,DISTRIBUTI,FAILURE_ME,REACTIVATI,REACTIVA_1,REACTIVA_2,GEOMORPHOL,HYDROLOGIC,LANDUSE_LA,PERSONS_DE,PEOPLE_AFF,LIVESTOCK_,COMMUNICAT,LANDUSE_AF,PRE_REMEDI,INFRASTRUC,GEOSCIENTI,Year,Location,Coordinate,layer,path
25540,76.07755600,11.57205600,KL/WYD/58A02/2018/53,1.00000000,Charnockite,,,,7.00000000,12.00000000,6.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,58A02,Odathode,Active,Multiple,0,,,"0",,NH-212,5.00000000,Debris,Slide,Very rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Pediplain,Dry,Tea plantation,,,,Road blocked +,Tea plantation,RR stone wall/gabion wall for protection of toe. Further toe cutting is not recommended.,,"pore water pressure, reduction of strength on super-saturation","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25775,76.08027800,11.56894400,KL/WYD/58A02/2018/42,3.00000000,Charnockite,,,,100.00000000,8.00000000,65.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,58A02,Odathodu temple,Active,Multiple,0,,,"0",,Odathodu-Annapara road,90.00000000,Rock cum debris,Flow,Very rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,Wet,Tea plantation,,,,,Tea plantation washed out,Precarious boulders and debris materials has to be removed from the slide area and the drainage has to be channelised. Box culvert has to be provided at the road bench level.,,"pore water pressure, reduction of strength on super-saturation, toe erosion by stream","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25501,76.08002800,11.59483300,KL/WYD/58A02/2018/92,1.00000000,Granite gneiss,,,,13.00000000,6.00000000,10.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,58A02,Chuzhali,Active,Single,0,,,"0",,Kunnampetta-Madiyoor-Kuni road,8.00000000,Debris,Slide,Very rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Pediplain,Dry,Low Height Plantation,,,,Road blocked,Coffee plantation,Toe has to be protected with random rubble wall /gabion wall with easing of slope is recommended.,,"pore water pressure, reduction of strength on super-saturation, unplanned cutting of slope","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
5988,76.08358900,11.55480000,KRL/WAY/58A02/2015/64,1.00000000,Gneiss,,,"Trideep  et al., 2016. Marcoscale Landslide Susceptibility Mapping of Mananthavady-Kalpetta-Sultan Battery-Vazhikkadavu area in parts of toposheets nos 58A/1, A/2, A/5, A/6, A/7 and A/11, Wayanad and Malappuram districts, Kerala. Unpub. GSI Report of FS",10.00000000,9.00000000,8.00000000,81.00000000,Rainfall,,81.00000000,,Kerala,Wayanad,58A02,Near Chembera Watch tower,Active,Single,2015,,,,,Chembra Peak Road,0.00000000,Debris,Slide,Rapid,Confined,Shallow translational failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,Dry,Moderate vegetation,,,,,,Retaining wall along with proper drainage outlet,,Pore water pressure,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25363,76.08416600,11.59916600,KL/WYD/58A02/2018/61,2.00000000,Granite gneiss,,,,15.00000000,12.00000000,11.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,58A02,Kalpetta ESI,Active,Multiple,0,,,"0",,Meppadi-Kalpetta Road,10.00000000,Debris,Slide,Very rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,Wet,Low Height Plantation,,,,,Coffee damaged,Toe has to be protected with random rubble wall proper drainage outlet.,commercial shed damaged,"pore water pressure, reduction of strength on super-saturation, toe erosion by stream","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
5989,76.08594200,11.55316400,KRL/WAY/58A02/2015/65,2.00000000,Gneiss,,,"Trideep  et al., 2016. Marcoscale Landslide Susceptibility Mapping of Mananthavady-Kalpetta-Sultan Battery-Vazhikkadavu area in parts of toposheets nos 58A/1, A/2, A/5, A/6, A/7 and A/11, Wayanad and Malappuram districts, Kerala. Unpub. GSI Report of FS",80.00000000,32.00000000,60.00000000,2170.00000000,Rainfall,,4340.00000000,,Kerala,Wayanad,58A02,Chembera,Active,Single,2015,,,,,Chembra Peak Road,0.00000000,Debris,Slide,Rapid,Confined,Shallow translational failure,0.00000000,0.00000000,0.00000000,Moderately dissected hill,Wet,Moderate vegetation,,,,,,Retaining wall along with proper drainage outlet,,Pore water pressure,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25761,76.08627800,11.55350000,KL/WYD/58A02/2018/39,1.00000000,Charnockite,,,,45.00000000,6.00000000,30.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,58A02,Chembra peak 1,Active,Single,0,,,"0",,Meppadi-Chembra Peak Road,35.00000000,Debris,Flow,Very rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,Dripping,Tea plantation,,,,,Tea plantation affected/washed out,"Drainage has to be channelised, Box culvert of suitable dimensions should be provided.",,gully erosion,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25511,76.08800000,11.59138900,KL/WYD/58A02/2018/45,2.00000000,Granite gneiss,,,,15.00000000,70.00000000,12.00000000,0.00000000,"Rainfall in mm, anthropogenic factors likeRoad cutting","3 houses affected by ground subsidence and cracks in house. (Owners: Chellan Saratha- Kalapura house,  Pomman Mari & Ibrahim, Manjalamkolli)",0.00000000,,Kerala,Wayanad,58A02,Manjalamkolli,Active,Multiple,0,,,"0",,Kunnampetta-Puttoorvayal road,8.00000000,Soil,Subsidence,Moderate,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,Flowing,Settlement,,,,,,The entire subsided stretch of road  has to be provided with retaining wall/masonry wall with weep holes. Toe portion has to be provided with suitable support structures. Drainage has to be channelize.,,"pore water pressure, unplanned cutting of slope","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25773,76.08938900,11.55377800,KL/WYD/58A02/2018/40,5.00000000,Charnockite,,,,50.00000000,25.00000000,35.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,58A02,Chemra peak 2,Dormant,Single,0,,,"0",,Meppadi-Chembra Peak Road,20.00000000,Rock cum debris,Slide,Very rapid,Retrogressive,Shallow rotational failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,Wet,Tea plantation,,,,,Tea plantation,Palaeoslide presently dormant. Suitable toe support structures needed to avoid toe erosion by Nala which may reactivate the slide in future.,,"pore water pressure, reduction of strength on super-saturation, toe erosion by stream, anthropogenic activities","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
5587,76.08950000,11.55253900,KRL/WAY/58A02/2015/66,2.00000000,Gneiss,,,"Trideep  et al., 2016. Marcoscale Landslide Susceptibility Mapping of Mananthavady-Kalpetta-Sultan Battery-Vazhikkadavu area in parts of toposheets nos 58A/1, A/2, A/5, A/6, A/7 and A/11, Wayanad and Malappuram districts, Kerala. Unpub. GSI Report of FS",220.00000000,60.00000000,180.00000000,14000.00000000,Rainfall,,28000.00000000,,Kerala,Wayanad,58A02,Near Chembera parking area,Active,Single,1961,,,,,Chembra Peak Road,0.00000000,Debris,Slide,Rapid,Confined,Shallow translational failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,Dry,Low Height Plantation,"7",,,,,,,Pore water pressure,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25760,76.09052800,11.55455600,KL/WYD/58A02/2018/38,2.00000000,Charnockite,,,,45.00000000,40.00000000,40.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,58A02,Erumakolli 3,Active,Multiple,0,,,"0",,Meppadi-Chembra Peak Road,40.00000000,Debris,Flow,Very rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,Wet,Forest,,,,,,"Drainage has to be channelised, Box culvert with suitable dimensions should be provided at road bench level.",,"planar failure, reduction of strength on super-saturation, toe erosion by stream","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
5588,76.09280000,11.55425600,KRL/WAY/58A02/2015/67,3.00000000,Gneiss,,,"Trideep  et al., 2016. Marcoscale Landslide Susceptibility Mapping of Mananthavady-Kalpetta-Sultan Battery-Vazhikkadavu area in parts of toposheets nos 58A/1, A/2, A/5, A/6, A/7 and A/11, Wayanad and Malappuram districts, Kerala. Unpub. GSI Report of FS",300.00000000,40.00000000,90.00000000,9500.00000000,Rainfall,,28500.00000000,,Kerala,Wayanad,58A02,Chembera1,Active,Single,1961,,,,,Chembra Peak Road,0.00000000,Debris,Slide,Rapid,Confined,Shallow translational failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,Dry,Low Height Plantation,,,,,,Retaining wall along with proper drainage outlet,,Pore water pressure,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25776,76.09408300,11.57958300,KL/WYD/58A02/2018/43,5.00000000,Quartz vein,,,,210.00000000,145.00000000,35.00000000,0.00000000,Rainfall in mm,Detailed study needed,0.00000000,,Kerala,Wayanad,58A02,Mangavayal,Active,Multiple,0,,,"0",,Kunnampetta-Puttoorvayal road,40.00000000,Soil,Creep,Moderate,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Pediplain,Dripping,Mixed plantation,,,,,,"Detailed study is  recommended for suggesting appropriate permanent remedial measure. For temporary measures, Further construction inside the active slide area is not advisable. Toe of the slide has to be protected with proper suitable retaining structu",,Palaeoslide: The landslide occurred due to increase in pore water pressure and reduction of strength on super saturation due to heavy rain. The submerged well placed in the contact of quartz vein and PGC as per the geological map.,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25759,76.09483300,11.55458300,KL/WYD/58A02/2018/37,3.00000000,Charnockite,,,,75.00000000,60.00000000,65.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,58A02,Erumakolli 2,Active,Multiple,0,,,"0",,Meppadi-Chembra Peak Road,60.00000000,Rock cum debris,Slide,Very rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,Wet,Forest (tea plantation),,,,Road blocked + damaged,Tea plantation,Precarious boulders and the debris materials in the slide zone should be removed.Road cut has to be protected with RC wall/masonry wall with weep holes. Easing of slope with benches,,"planar failure, pore water pressure, reduction of strength on super-saturation, unplanned cutting of slope","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25777,76.09547200,11.58116700,KL/WYD/58A02/2018/44,5.00000000,Granite gneiss,,,,135.00000000,85.00000000,30.00000000,0.00000000,Rainfall in mm,"1 house (Owner- V.K. Radha, Sivagiri Estate, Mangavayal, Home located at portion",0.00000000,,Kerala,Wayanad,58A02,Mangavayal 2,Dormant,Single,0,,,"0",,Kunnampetta-Puttoorvayal road,20.00000000,Debris,Slide,Rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Pediplain,Wet,Mixed plantation,,,,,,Palaeoslide presently dormant. Suitable toe support structures viz. RC wall / masonry wall with proper drainage outlet has to be provided at the toe portion. Drainage has to be channelised.,,,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
5589,76.09782200,11.55408600,KRL/WAY/58A02/2015/68,1.50000000,Charnockite,,,"Trideep  et al., 2016. Marcoscale Landslide Susceptibility Mapping of Mananthavady-Kalpetta-Sultan Battery-Vazhikkadavu area in parts of toposheets nos 58A/1, A/2, A/5, A/6, A/7 and A/11, Wayanad and Malappuram districts, Kerala. Unpub. GSI Report of FS",25.00000000,25.00000000,22.00000000,506.00000000,Rainfall,,759.00000000,,Kerala,Wayanad,58A02,Chembera2,Active,Single,0,,,,,Chembra Peak Road,0.00000000,Debris,Slide,Rapid,Confined,Shallow translational failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,Wet,Moderate vegetation,,,,,,Retaining wall,,Pore water pressure,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
5591,76.10124400,11.55328300,KRL/WAY/58A02/2015/70,2.00000000,Charnockite,,,"Trideep  et al., 2016. Marcoscale Landslide Susceptibility Mapping of Mananthavady-Kalpetta-Sultan Battery-Vazhikkadavu area in parts of toposheets nos 58A/1, A/2, A/5, A/6, A/7 and A/11, Wayanad and Malappuram districts, Kerala. Unpub. GSI Report of FS",80.00000000,0.00000000,0.00000000,1050.00000000,Rainfall,,2100.00000000,,Kerala,Wayanad,58A02,Chembera 22,Active,Single,2008,,,,,Chembra Peak Road,0.00000000,Debris,Slide,Rapid,Confined,Shallow translational failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,Dry,Moderate vegetation,,,,,Agriculture,Upslope treatment with proper drainage outlet,2 Houses,Pore water pressure,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
5590,76.10126400,11.55233900,KRL/WAY/58A02/2015/69,2.50000000,Charnockite,,,"Trideep  et al., 2016. Marcoscale Landslide Susceptibility Mapping of Mananthavady-Kalpetta-Sultan Battery-Vazhikkadavu area in parts of toposheets nos 58A/1, A/2, A/5, A/6, A/7 and A/11, Wayanad and Malappuram districts, Kerala. Unpub. GSI Report of FS",50.00000000,50.00000000,42.00000000,2350.00000000,Rainfall,,5875.00000000,,Kerala,Wayanad,58A02,Near road Jn towards Erumakolli School,Active,Single,0,,,,,Chembra Peak Road,0.00000000,Debris,Slide,Moderate,Confined,Shallow translational failure,2015.00000000,0.00000000,0.00000000,Lowly dissected hill,Wet,Low Height Plantation,,,,,,,,Pore water pressure,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25758,76.10127800,11.55233300,KL/WYD/58A02/2018/36,5.00000000,Charnockite,,,,60.00000000,20.00000000,45.00000000,0.00000000,"Rainfall in mm, anthropogenic factors likeRoad cutting",,0.00000000,,Kerala,Wayanad,58A02,Erumakolli 1,Active,Multiple,0,,,"0",,Meppadi-Chembra Peak Road,50.00000000,Debris,Flow,Very rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,Wet,Road forest,,,,Road damaged,Forest,Retaining wall / concrete masonry wall with weep holes should be provided with backfilling for full stretch 23m length of the slide at road bench level. Drainage has to be channelised. Box culvert with suitable dimension at toe portion may be provided.,,"pore water pressure, reduction of strength on super-saturation, gully erosion","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25660,76.10069000,11.62550300,KL/WYD/58A02/2018/32,5.00000000,Granite,,,,450.00000000,45.00000000,120.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,58A02,Kolpara,Active,Multiple,0,,,"0",,Edapetty-Kolpara forest Road,400.00000000,Debris,Flow,Very rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,Flowing,Low Height Plantation,,,,,Coffee plantation,"Subsidence creep movement towards slope direction has to be provided with toe support. Drainage shuld be channelised, Box culvert with suitable dimensions should be provided.",Road damaged + washed out,"pore water pressure, gully erosion","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25661,76.10330000,11.62494400,KL/WYD/58A02/2018/33,3.00000000,Granite,,,,300.00000000,18.00000000,200.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,58A02,Edapetti,Active,Single,0,,,"0",,Edapetty-Kolpara forest Road,270.00000000,Debris,Flow,Very rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,Wet,Low Height Plantation,,,,,Coffee plantation washed by flood,"Drainage should be channelised, Box culvert with suitable dimensions should be provided at road bench level.",,"pore water pressure, gully erosion","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25756,76.10641700,11.62322200,KL/WYD/58A02/2018/34,4.00000000,Granite,,,,120.00000000,15.00000000,90.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,58A02,Kolpara_Govindan,Reactivated,Single,0,,,"0",,Edapetty-Kolpara forest Road,100.00000000,Debris,Flow,Very rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,dripping,Low Height Plantation,,,,,Coffee plantation,"Drainage/nala has to be channelised, debris material has to be removed from the flow path. Box culvert of suitable dimension may be provided at the road bench level.",,"pore water pressure, gully erosion","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25364,76.11083300,11.57805500,KL/WYD/58A02/2018/62,1.00000000,Granite gneiss,,,,7.00000000,35.00000000,6.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,58A02,Kottavayal,Active,Multiple,0,,,"0",,Meppadi-Kalpetta Road,6.00000000,Debris,Slide,Very rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Colluvial footslope,Dry,Low Height Plantation,,,,Road blocked,Coffee plantation,Toe has to be protected with random rubble wall /gabion wall proper drainage outlet.,,"pore water pressure, reduction of strength on super-saturation, unplanned cutting of slope","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
5615,76.13741100,11.54195800,KRL/WAY/58A02/2015/73,1.50000000,Charnockite,,,"Trideep  et al., 2016. Marcoscale Landslide Susceptibility Mapping of Mananthavady-Kalpetta-Sultan Battery-Vazhikkadavu area in parts of toposheets nos 58A/1, A/2, A/5, A/6, A/7 and A/11, Wayanad and Malappuram districts, Kerala. Unpub. GSI Report of FS",25.00000000,15.00000000,22.00000000,286.00000000,Rainfall,,429.00000000,,Kerala,Wayanad,58A02,1st Mile,Active,Single,1961,,,,,Mepadi-Churalmala Road,0.00000000,Debris,Slide,Rapid,Confined,Shallow translational failure,0.00000000,0.00000000,0.00000000,Rolling plain,Dry,Low Height Plantation,,,,,Agriculture,,,Pore water pressure,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25361,76.17800000,11.54316700,KL/WYD/58A02/2018/59,1.00000000,Granite gneiss,,,,5.00000000,12.00000000,5.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,58A02,Nedumkarana,Active,Multiple,0,,,"0",,NH-212,3.00000000,Debris,Slide,Very rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,Dry,Tea plantation,,,,,Tea plantation,Toe has to be protected with random rubble wall /gabion wall. Further toe cutting is not recommended.  Easing of slope.,,"pore water pressure, reduction of strength on super-saturation, unplanned cutting of slope","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
5776,76.15653300,11.54305300,KRL/WAY/58A02/2015/76,1.50000000,Gneiss,,,"Trideep  et al., 2016. Marcoscale Landslide Susceptibility Mapping of Mananthavady-Kalpetta-Sultan Battery-Vazhikkadavu area in parts of toposheets nos 58A/1, A/2, A/5, A/6, A/7 and A/11, Wayanad and Malappuram districts, Kerala. Unpub. GSI Report of FS",70.00000000,60.00000000,50.00000000,3575.00000000,Rainfall,,5362.50000000,,Kerala,Wayanad,58A02,Arepetta-Estate to 1mile road,Active,Single,1982,,,,,Kozhokode - Vythiri-Gudallur Highway,0.00000000,Debris,Slide,Rapid,Confined,Shallow translational failure,0.00000000,0.00000000,0.00000000,Rolling plain,Dry,Low Height Plantation,,,,,Agriculture,Proper drainage outlet constrction with gabion wall,,Pore water pressure,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
5778,76.15403100,11.54315000,KRL/WAY/58A02/2015/78,3.50000000,Gneiss,,,"Trideep  et al., 2016. Marcoscale Landslide Susceptibility Mapping of Mananthavady-Kalpetta-Sultan Battery-Vazhikkadavu area in parts of toposheets nos 58A/1, A/2, A/5, A/6, A/7 and A/11, Wayanad and Malappuram districts, Kerala. Unpub. GSI Report of FS",550.00000000,300.00000000,300.00000000,123750.00000000,Rainfall,,433125.00000000,,Kerala,Wayanad,58A02,Thazhe Arepetta,Dormant,Single,1961,,,,,Kozhokode - Vythiri-Gudallur Highway,0.00000000,Debris,Slide,Rapid,Confined,Shallow translational failure,0.00000000,0.00000000,0.00000000,Rolling plain,Dry,Low Height Plantation,,,,,Agriculture,Proper drainage outlet,,Pore water pressure,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
5782,76.15400000,11.54321400,KRL/WAY/58A02/2015/100,1.50000000,Gneiss,,,"Trideep  et al., 2016. Marcoscale Landslide Susceptibility Mapping of Mananthavady-Kalpetta-Sultan Battery-Vazhikkadavu area in parts of toposheets nos 58A/1, A/2, A/5, A/6, A/7 and A/11, Wayanad and Malappuram districts, Kerala. Unpub. GSI Report of FS",130.00000000,80.00000000,90.00000000,10400.00000000,Rainfall,,15600.00000000,,Kerala,Wayanad,58A02,Arepetta Tea Estate-2,Suspended,Single,2008,,,,,Kozhokode - Vythiri-Gudallur Highway,0.00000000,Debris,Slide,Rapid,Advancing,Shallow translational failure,0.00000000,0.00000000,0.00000000,Rolling plain,Wet,Low Height Plantation,,,,,Agriculture,Aforestation,,Pore water pressure,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
5755,76.12139700,11.54271700,KRL/WAY/58A02/2015/75,1.00000000,Charnockite,,,"Trideep  et al., 2016. Marcoscale Landslide Susceptibility Mapping of Mananthavady-Kalpetta-Sultan Battery-Vazhikkadavu area in parts of toposheets nos 58A/1, A/2, A/5, A/6, A/7 and A/11, Wayanad and Malappuram districts, Kerala. Unpub. GSI Report of FS",80.00000000,22.00000000,50.00000000,1400.00000000,Rainfall,,1400.00000000,,Kerala,Wayanad,58A02,Kadoor-10 Number 1,Active,Single,2009,,,,,Cholamala Road,0.00000000,Rock cum Debris,Slide,Rapid,Confined,Shallow translational failure,0.00000000,0.00000000,0.00000000,Rolling plain,Dry,Moderate vegetation,,,,,Agriculture,Proper drainage outlet,,Pore water pressure,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
5761,76.15530000,11.54398900,KRL/WAY/58A02/2015/99,1.00000000,Gneiss,,,"Trideep  et al., 2016. Marcoscale Landslide Susceptibility Mapping of Mananthavady-Kalpetta-Sultan Battery-Vazhikkadavu area in parts of toposheets nos 58A/1, A/2, A/5, A/6, A/7 and A/11, Wayanad and Malappuram districts, Kerala. Unpub. GSI Report of FS",15.00000000,60.00000000,10.00000000,825.00000000,Rainfall,,825.00000000,,Kerala,Wayanad,58A02,Arepetta Tea Estate-1,Dormant,Single,0,,,,,Kozhokode - Vythiri-Gudallur Highway,0.00000000,Debris,Slide,Rapid,Widening,Shallow translational failure,0.00000000,0.00000000,0.00000000,Rolling plain,Wet,Low Height Plantation,,,,,Agriculture,Aforestation,,Pore water pressure,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
5754,76.12213900,11.54363100,KRL/WAY/58A02/2015/74,1.00000000,Gneiss,,,"Trideep  et al., 2016. Marcoscale Landslide Susceptibility Mapping of Mananthavady-Kalpetta-Sultan Battery-Vazhikkadavu area in parts of toposheets nos 58A/1, A/2, A/5, A/6, A/7 and A/11, Wayanad and Malappuram districts, Kerala. Unpub. GSI Report of FS",30.00000000,15.00000000,10.00000000,324.00000000,Rainfall,,324.00000000,,Kerala,Wayanad,58A02,Kadoor-10 Number,Active,Single,2009,,,,,Cholamala Road,0.00000000,Debris,Slide,Rapid,Confined,Shallow translational failure,0.00000000,0.00000000,0.00000000,Rolling plain,Dry,Moderate vegetation,,,,Road damage,,Retaining wall along with proper drainage outlet,,Pore water pressure,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
6852,76.17856900,11.54459200,KRL/WAY/58A02/2015/54,0.50000000,Granite gneiss,,,"Trideep  et al., 2016. Marcoscale Landslide Susceptibility Mapping of Mananthavady-Kalpetta-Sultan Battery-Vazhikkadavu area in parts of toposheets nos 58A/1, A/2, A/5, A/6, A/7 and A/11, Wayanad and Malappuram districts, Kerala. Unpub. GSI Report of FS",6.00000000,8.00000000,5.00000000,42.00000000,Rainfall,,21.00000000,,Kerala,Wayanad,58A02,,Active,Multiple,0,,,,,Kozhokode - Vythiri-Gudallur Highway,0.00000000,Earth,Slide,Moderate,Confined,Shallow translational failure,0.00000000,0.00000000,0.00000000,Rolling plain,Wet,Extensive slope cut,,,,,,,,Pore water pressure,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
5622,76.15588100,11.54537500,KRL/WAY/58A02/2015/98,0.50000000,Gneiss,,,"Trideep  et al., 2016. Marcoscale Landslide Susceptibility Mapping of Mananthavady-Kalpetta-Sultan Battery-Vazhikkadavu area in parts of toposheets nos 58A/1, A/2, A/5, A/6, A/7 and A/11, Wayanad and Malappuram districts, Kerala. Unpub. GSI Report of FS",30.00000000,10.00000000,20.00000000,300.00000000,Rainfall,,150.00000000,,Kerala,Wayanad,58A02,Arepetta Tea Estate,Dormant,Single,0,,,,,Kozhokode - Vythiri-Gudallur Highway,60.00000000,Debris,Slide,Rapid,Confined,Shallow translational failure,0.00000000,0.00000000,0.00000000,Rolling plain,Wet,Low Height Plantation,,,,,Agriculture,Aforestation,,Pore water pressure,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
